key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
#,Name,NotebookDivisionCategory,,,,,,,,,,,,,
int32,str,NotebookDivisionCategory,byte,byte,uint32,byte,bit&01,bool,bool,bool,bool,bool,bool,bool,bool
0,"1-5",0,0,0,0,0,False,True,True,True,True,True,True,True,True
1,"6-10",0,3,6,0,0,False,True,True,True,True,True,True,True,True
2,"11-15",0,8,11,0,0,False,True,True,True,True,True,True,True,True
3,"16-20",0,13,16,0,0,False,True,True,True,True,True,True,True,True
4,"21-25",0,18,21,0,0,False,True,True,True,True,True,True,True,True
5,"26-30",0,23,26,0,0,False,True,True,True,True,True,True,True,True
6,"31-35",0,28,31,0,0,False,True,True,True,True,True,True,True,True
7,"36-40",0,33,36,0,0,False,True,True,True,True,True,True,True,True
8,"41-45",0,38,41,0,0,False,True,True,True,True,True,True,True,True
9,"46-50",0,43,46,0,0,False,True,True,True,True,True,True,True,True
10,"51-55",0,48,51,0,0,False,True,True,True,True,True,True,True,True
11,"56-60",0,53,56,0,0,False,True,True,True,True,True,True,True,True
12,"61-65",0,58,61,0,0,False,True,True,True,True,True,True,True,True
13,"66-70",0,63,66,0,0,False,True,True,True,True,True,True,True,True
14,"71-75",0,68,71,0,0,False,True,True,True,True,True,True,True,True
15,"76-80",0,73,76,0,0,False,True,True,True,True,True,True,True,True
16,"81-85",0,81,81,0,0,False,True,True,True,True,True,True,True,True
17,"86-90",0,86,86,0,0,False,True,True,True,True,True,True,True,True
18,"91-95",0,91,91,0,0,False,True,True,True,True,True,True,True,True
19,"96-100",0,96,96,0,0,False,True,True,True,True,True,True,True,True
20,"101-105",0,101,101,0,0,False,True,True,True,True,True,True,True,True
21,"106-110",0,106,106,0,0,False,True,True,True,True,True,True,True,True
22,"111-115",0,111,111,0,0,False,True,True,True,True,True,True,True,True
23,"116-120",0,116,116,0,0,False,True,True,True,True,True,True,True,True
24,"121-125",0,121,121,0,0,False,True,True,True,True,True,True,True,True
25,"126-130",0,126,126,0,0,False,True,True,True,True,True,True,True,True
26,"131-135",0,131,131,0,0,False,True,True,True,True,True,True,True,True
27,"136-140",0,136,136,0,0,False,True,True,True,True,True,True,True,True
28,"141-145",0,141,141,0,0,False,True,True,True,True,True,True,True,True
29,"146-150",0,146,146,0,0,False,True,True,True,True,True,True,True,True
30,"151-155",0,151,151,0,0,False,True,True,True,True,True,True,True,True
31,"156-160",0,156,156,0,0,False,True,True,True,True,True,True,True,True
32,"161-175",0,161,161,0,0,False,True,True,True,True,True,True,True,True
33,"166-170",0,166,166,0,0,False,True,True,True,True,True,True,True,True
34,"171-175",0,171,171,0,0,False,True,True,True,True,True,True,True,True
35,"176-180",0,176,176,0,0,False,True,True,True,True,True,True,True,True
36,"181-185",0,181,181,0,0,False,True,True,True,True,True,True,True,True
37,"186-190",0,186,186,0,0,False,True,True,True,True,True,True,True,True
38,"191-195",0,191,191,0,0,False,True,True,True,True,True,True,True,True
39,"196-200",0,196,196,0,0,False,True,True,True,True,True,True,True,True
40,"[翻訳不要] レベル区分終端",0,255,255,0,0,False,True,True,True,True,True,True,True,True
1000,"秘籍：第1卷",1,50,255,0,1,True,True,True,True,True,True,True,True,True
1001,"秘籍：第2卷",1,50,255,0,2,True,True,True,True,True,True,True,True,True
1002,"秘籍：第3卷",1,50,255,0,3,True,True,True,True,True,True,True,True,True
1003,"秘籍：第4卷",1,60,255,0,4,True,True,True,True,True,True,True,True,True
1004,"秘籍：第5卷",1,70,255,0,5,True,True,True,True,True,True,True,True,True
1005,"秘籍：第6卷",1,70,255,0,6,True,True,True,True,True,True,True,True,True
1006,"",0,0,0,0,0,False,False,False,False,False,False,False,False,False
1007,"秘籍：其他",1,15,255,0,8,True,True,True,True,True,True,True,True,True
1008,"房屋1",2,12,255,0,1,False,True,True,True,True,True,True,True,True
1009,"房屋2",2,12,255,0,2,False,True,True,True,True,True,True,True,True
1010,"染剂",3,30,255,0,1,False,True,True,True,True,True,True,True,True
1011,"其他",3,50,255,0,2,False,True,True,True,True,True,True,True,True
1012,"职业任务",4,61,255,0,1,False,True,True,True,True,True,True,True,True
1013,"中庸工艺馆交易",4,70,255,68763,2,False,False,True,True,True,False,False,False,False
1014,"中庸工艺馆交易",4,70,255,68766,3,False,True,False,False,False,True,True,False,False
1015,"中庸工艺馆交易",4,70,255,68769,4,False,False,False,False,False,False,False,True,True
1016,"鸟人族",5,1,255,0,1,False,True,True,True,True,True,True,True,True
1017,"莫古力族",5,50,255,0,2,False,True,True,True,True,True,True,True,True
1018,"鲶鱼精族",5,60,255,0,3,False,True,True,True,True,True,True,True,True
1019,"熙洛·阿里亚珀",6,55,255,0,1,False,True,True,True,True,True,True,True,True
1020,"梅·娜格",6,55,255,0,2,False,True,True,True,True,True,True,True,True
1021,"红",6,55,255,0,3,False,True,True,True,True,True,True,True,True
1022,"亚德基拉",6,55,255,0,4,False,True,True,True,True,True,True,True,True
1023,"",0,0,0,0,0,False,False,False,False,False,False,False,False,False
2000,"传承录·库尔札斯篇",0,255,50,0,0,False,True,True,True,True,True,True,True,True
2001,"传承录·龙堡篇",0,255,50,0,0,False,True,True,True,True,True,True,True,True
2002,"传承录·阿巴拉提亚篇",0,255,50,0,0,False,True,True,True,True,True,True,True,True
2003,"传承录·基拉巴尼亚篇",0,255,60,0,0,False,True,True,True,True,True,True,True,True
2004,"传承录·奥萨德篇",0,255,60,0,0,False,True,True,True,True,True,True,True,True
2005,"传承录·诺弗兰特篇",0,255,70,0,0,False,True,True,True,True,True,True,True,True
2006,"",0,255,255,0,0,False,True,True,True,True,True,True,True,True
